,Rank,Name,Net_Worth,Age,Citizenship,Source,Industry
2312,2259,Karl Knauf,$1.2 B,N/A,Germany,Building materials,Manufacturing
2313,2259,Suresh Krishna,$1.2 B,86,India,Auto parts,Automotive
2314,2259,Guy Laliberté,$1.2 B,63,Canada,Cirque du Soleil,Media & Entertainment
2315,2259,Lee Su-jin,$1.2 B,45,South Korea,Hospitality,Technology
2316,2259,Li Guoqing,$1.2 B,53,China,Petro Fibre,Manufacturing
2317,2259,Li Li,$1.2 B,59,China,Pharmaceuticals,Healthcare
2318,2259,Li Ruiqiang,$1.2 B,43,China,Medical services,Healthcare
2319,2259,Zhen Li & family,$1.2 B,59,China,Lithium batteries,Manufacturing
2320,2259,Guangwei Liang,$1.2 B,59,China,Conglomerate,Manufacturing
2321,2259,Liu Ming Hui,$1.2 B,60,China,Natural gas distribution,Energy
2322,2259,Frederic Luddy,$1.2 B,68,United States,Software,Technology
2323,2259,"Cargill MacMillan, III.",$1.2 B,63,United States,Cargill,Food & Beverage
2324,2259,John MacMillan,$1.2 B,73,United States,Cargill,Food & Beverage
2325,2259,Martha MacMillan,$1.2 B,71,United States,Cargill,Food & Beverage
2326,2259,William MacMillan,$1.2 B,68,United States,Cargill,Food & Beverage
2327,2259,Keshub Mahindra,$1.2 B,99,India,Diversified,Diversified
2328,2259,Mao Zhongwu,$1.2 B,60,China,Manufacturing,Manufacturing
2329,2259,Jorge Mas,$1.2 B,60,United States,Construction,Construction & Engineering
2330,2259,Lorinc Meszaros,$1.2 B,57,Hungary,Diversified,Diversified
2331,2259,Jeffrey Michael & family,$1.2 B,66,United States,Data management,Technology
2332,2259,Alan Miller & family,$1.2 B,85,United States,Healthcare services,Healthcare
2333,2259,Ulrich Mommert & family,$1.2 B,82,Austria,Lighting,Automotive
2334,2259,Neide Helena de Moraes,$1.2 B,68,Brazil,Diversified,Diversified
2335,2259,Scott Nuttall,$1.2 B,50,United States,Private equity,Finance & Investments
2336,2259,Kailashchandra Nuwal,$1.2 B,65,India,Industrial explosives,Manufacturing
2337,2259,Axel Oberwelland & family,$1.2 B,56,Germany,Candy,Food & Beverage
2338,2259,Jonathan Oringer,$1.2 B,48,United States,Stock photos,Technology
2339,2259,Vitaly Orlov,$1.2 B,58,Russia,Fisheries,Food & Beverage
2340,2259,Jose Isaac Peres & family,$1.2 B,82,Brazil,Shopping malls,Real Estate
2341,2259,Markus Persson,$1.2 B,43,Sweden,Computer games,Media & Entertainment
2342,2259,Mark Pincus,$1.2 B,57,United States,Online games,Technology
2343,2259,Murdaya Poo,$1.2 B,82,Indonesia,Diversified,Diversified
2344,2259,Forrest Preston,$1.2 B,90,United States,Health care,Healthcare
2345,2259,Qian Ying,$1.2 B,57,China,Pig breeding,Food & Beverage
2346,2259,Jimmy Rane,$1.2 B,76,United States,Lumber,Manufacturing
2347,2259,Andrei Rappoport,$1.2 B,59,Russia,Investments,Finance & Investments
2348,2259,Hugo Ribeiro & family,$1.2 B,N/A,Brazil,Agribusiness,Food & Beverage
2349,2259,Bennett Rosenthal,$1.2 B,59,United States,Finance,Finance & Investments
2350,2259,Atul Ruia,$1.2 B,52,India,Real estate,Real Estate
2351,2259,Thomas Sandell,$1.2 B,62,Sweden,Hedge funds,Finance & Investments
2352,2259,Francesco Saputo,$1.2 B,N/A,Canada,Cheese,Food & Beverage
2353,2259,Dhruv Sawhney,$1.2 B,78,India,"Engineering, sugar",Construction & Engineering
2354,2259,Gerald Schwartz,$1.2 B,81,Canada,Finance,Finance & Investments
2355,2259,Antonio Luiz Seabra,$1.2 B,80,Brazil,Cosmetics,Fashion & Retail
2356,2259,Eric Ya Shen,$1.2 B,52,China,Online apparel retail,Technology
2357,2259,Sytse 'Sid' Sijbrandij,$1.2 B,43,Netherlands,Software,Technology
2358,2259,Alexander Sixt,$1.2 B,43,Germany,Car rentals,Automotive
2359,2259,Konstantin Sixt,$1.2 B,40,Germany,Car rentals,Automotive
2360,2259,Edwin Soeryadjaya,$1.2 B,73,Indonesia,"Coal, investments",Energy
2361,2259,Abhay Soi,$1.2 B,49,India,Healthcare,Healthcare
2362,2259,Mike Speiser,$1.2 B,52,United States,Software,Technology
2363,2259,Marco Squinzi,$1.2 B,51,Italy,Chemical products,Construction & Engineering
2364,2259,Veronica Squinzi,$1.2 B,51,Italy,Chemical products,Construction & Engineering
2365,2259,Michael Steinhardt,$1.2 B,82,United States,Hedge funds,Finance & Investments
2366,2259,Ion Stoica,$1.2 B,58,Romania,Data analytics,Technology
2367,2259,Eddy Sugianto,$1.2 B,77,Indonesia,Coal,Metals & Mining
2368,2259,Luc Tack,$1.2 B,61,Belgium,"Textile, chemicals",Manufacturing
2369,2259,Tony Tan Caktiong,$1.2 B,70,Philippines,Food,Food & Beverage
2370,2259,Xiuguo Tang,$1.2 B,59,China,Manufacturing,Manufacturing
2371,2259,Sam Tarascio,$1.2 B,78,Australia,Real estate,Real Estate
2372,2259,Lina Tombolato,$1.2 B,75,Italy,Financial services,Finance & Investments
2373,2259,Ching Bor Tung,$1.2 B,60,China,Manufacturing,Manufacturing
2374,2259,Joop van den Ende,$1.2 B,81,Netherlands,TV shows,Media & Entertainment
2375,2259,Ruben Vardanyan & family,$1.2 B,54,Armenia,Investment banking,Finance & Investments
2376,2259,Sandro Veronesi & family,$1.2 B,63,Italy,Fashion,Fashion & Retail
2377,2259,Thongma Vijitpongpun,$1.2 B,65,Thailand,Real estate,Real Estate
2378,2259,Thomas von Koch,$1.2 B,57,Sweden,Asset management,Finance & Investments
2379,2259,Wang Fuji,$1.2 B,N/A,China,Pharmaceuticals,Healthcare
2380,2259,Wang Shih-Chung,$1.2 B,61,Taiwan,Pneumatic equipments,Manufacturing
2381,2259,Wang Xiaoshen,$1.2 B,54,China,Lithium,Manufacturing
2382,2259,J. Wayne Weaver,$1.2 B,87,United States,Shoes,Diversified
2383,2259,Drorit Wertheim,$1.2 B,67,Israel,Coca Cola Israel,Food & Beverage
2384,2259,Cameron Winklevoss,$1.2 B,41,United States,Cryptocurrency,Finance & Investments
2385,2259,Tyler Winklevoss,$1.2 B,41,United States,Cryptocurrency,Finance & Investments
2386,2259,Wu Chung-yi,$1.2 B,67,Taiwan,Manufacturing,Manufacturing
2387,2259,Eugene Wu,$1.2 B,77,Taiwan,Finance,Finance & Investments
2388,2259,Wu Yonghua,$1.2 B,52,China,Apparel,Fashion & Retail
2389,2259,Xia Xinde,$1.2 B,58,China,Batteries,Manufacturing
2390,2259,Wenbo Xiang,$1.2 B,60,China,Manufacturing,Manufacturing
2391,2259,Xu Jin,$1.2 B,58,China,Wine,Food & Beverage
2392,2259,Xu Shijun & family,$1.2 B,60,China,Manufacturing,Manufacturing
2393,2259,Wanmao Xu,$1.2 B,78,China,Education,Service
2394,2259,Xu Yuejuan,$1.2 B,61,China,Petro Fibre,Manufacturing
2395,2259,Vadim Yakunin,$1.2 B,60,Russia,Pharmacy,Healthcare
2396,2259,Yang Yunyun,$1.2 B,46,China,Retail,Fashion & Retail
2397,2259,Matei Zaharia,$1.2 B,37,Romania,Data analytics,Technology
2398,2259,Zan Shengda,$1.2 B,60,China,Diversified,Diversified
2399,2259,Zhang Xuezheng,$1.2 B,47,China,Telecom,Technology
2400,2259,Zhang Yin,$1.2 B,66,China,Paper manufacturing,Manufacturing
2401,2259,Zhao Ning,$1.2 B,56,United States,Pharmaceuticals,Healthcare
2402,2259,Zhou Wen & family,$1.2 B,58,China,Chemicals,Manufacturing
2403,2259,Zhu Xingliang,$1.2 B,63,China,Construction,Construction & Engineering
2404,2405,Hari Krishan Agarwal,$1.1 B,66,India,Sports shoes,Fashion & Retail
2405,2405,Farkhad Akhmedov,$1.1 B,67,Russia,Investments,Energy
2406,2405,Prem Kumar Arora,$1.1 B,84,India,Pharmaceuticals,Healthcare
2407,2405,Joseph Bae,$1.1 B,51,United States,Private equity,Finance & Investments
2408,2405,Abigail Bennett,$1.1 B,42,United States,Liquor,Food & Beverage
2409,2405,Sara Blakely,$1.1 B,52,United States,Spanx,Fashion & Retail
2410,2405,Lloyd Blankfein,$1.1 B,68,United States,Banking,Finance & Investments
2411,2405,Henadiy Boholyubov,$1.1 B,61,Ukraine,"Banking, investments",Diversified
2412,2405,Stephane Bonvin,$1.1 B,56,Switzerland,Real estate,Real Estate
2413,2405,Oleg Boyko,$1.1 B,58,Russia,Diversified,Diversified
2414,2405,Ryan Breslow,$1.1 B,28,United States,E-commerce software,Technology
2415,2405,Thomas Bruch,$1.1 B,72,Germany,Retail,Fashion & Retail
2416,2405,Marina Budiman,$1.1 B,61,Indonesia,Data centers,Technology
2417,2405,Pradip Burman,$1.1 B,80,India,Consumer goods,Food & Beverage
2418,2405,Cai Hongbin,$1.1 B,N/A,China,Pharmaceuticals,Healthcare
2419,2405,Cao Kejian,$1.1 B,60,China,Air compressors,Manufacturing
2420,2405,Giuliana Caprotti,$1.1 B,82,Italy,Supermarkets,Food & Beverage
2421,2405,Marina Caprotti,$1.1 B,45,Italy,Supermarkets,Food & Beverage
2422,2405,Chang Jing,$1.1 B,40,China,Technology,Technology
2423,2405,Chen Baohua,$1.1 B,61,China,Pharmaceutical,Healthcare
2424,2405,Gang Chen,$1.1 B,55,China,Solar energy,Energy
2425,2405,Liying Chen,$1.1 B,47,China,Package delivery,Logistics
2426,2405,Tony Chen,$1.1 B,73,Taiwan,Electronics,Technology
2427,2405,Chen Xueling,$1.1 B,55,China,Stationery,Manufacturing
2428,2405,Cheng Lili,$1.1 B,58,China,Poultry breeding,Food & Beverage
2429,2405,Cho Jyh-jer,$1.1 B,N/A,Taiwan,Semiconductors,Technology
2430,2405,Weili Dai,$1.1 B,61,United States,Semiconductors,Technology
2431,2405,Carmen Daurella Aguilera,$1.1 B,N/A,Spain,Coca-Cola bottler,Food & Beverage
2432,2405,Deng Yingzhong,$1.1 B,72,China,Paper,Manufacturing
2433,2405,Shlomo Eliahu,$1.1 B,87,Israel,Insurance,Finance & Investments
2434,2405,Henry Engelhardt,$1.1 B,65,United States,Insurance,Finance & Investments
2435,2405,Gabriel Escarrer,$1.1 B,88,Spain,Hotels,Service
2436,2405,Daniel Feffer,$1.1 B,63,Brazil,Pulp and paper,Manufacturing
2437,2405,Ruben Feffer,$1.1 B,53,Brazil,Pulp and paper,Manufacturing
2438,2405,Gleb Fetisov,$1.1 B,56,Russia,Investments,Telecom
2439,2405,Paul Fireman,$1.1 B,79,United States,Reebok,Fashion & Retail
2440,2405,Robert Fisher,$1.1 B,69,United States,Gap,Fashion & Retail
2441,2405,Bernd Freier,$1.1 B,66,Germany,Fashion retail,Fashion & Retail
2442,2405,Donald Friese,$1.1 B,82,United States,Manufacturing,Manufacturing
2443,2405,Gan Zhongru,$1.1 B,74,China,Pharmaceuticals,Healthcare
2444,2405,Rahul Gautam,$1.1 B,70,India,Mattresses,Fashion & Retail
2445,2405,David Golub,$1.1 B,60,United States,Private equity,Finance & Investments
2446,2405,Pavel Golubkov,$1.1 B,47,Russia,"Building, development",Real Estate
2447,2405,Cristina Green,$1.1 B,N/A,United Kingdom,Fashion retail,Fashion & Retail
2448,2405,Philip Green,$1.1 B,N/A,United Kingdom,Fashion retail,Fashion & Retail
2449,2405,Said Gutseriev,$1.1 B,34,Russia,"Retail, investments",Energy
2450,2405,Polys Haji-Ioannou,$1.1 B,63,Cyprus,EasyJet,Service
2451,2405,He Zuxun,$1.1 B,57,China,Pig breeding,Food & Beverage
2452,2405,Christian Herz,$1.1 B,N/A,Germany,Coffee,Finance & Investments
2453,2405,Michaela Herz,$1.1 B,N/A,Germany,Coffee,Finance & Investments
2454,2405,David Hindawi,$1.1 B,78,United States,Software,Technology
2455,2405,Huang Shan,$1.1 B,52,China,Software,Technology
2456,2405,Huang Xiaofen & family,$1.1 B,61,China,Printed circuit boards,Technology
2457,2405,Hiroshi Ishibashi,$1.1 B,76,Japan,Tires,Automotive
2458,2405,Masayuki Ishihara,$1.1 B,74,Japan,Pachinko machines,Gambling & Casinos
2459,2405,Chatchai Kaewbootta,$1.1 B,71,Thailand,Auto loans,Finance & Investments
2460,2405,Nikhil Kamath,$1.1 B,36,India,Financial services,Finance & Investments
2461,2405,Jonas Kamprad,$1.1 B,57,Sweden,IKEA,Finance & Investments
2462,2405,Mathias Kamprad,$1.1 B,53,Sweden,IKEA,Finance & Investments
2463,2405,Peter Kamprad,$1.1 B,59,Sweden,IKEA,Finance & Investments
2464,2405,Fumio Kaneko,$1.1 B,66,Japan,Waste management,Service
2465,2405,Sunjay Kapur,$1.1 B,51,United States,Auto parts,Automotive
2466,2405,Ali Metin Kazanci,$1.1 B,88,Turkey,Energy,Energy
2467,2405,Kangbao Ke & family,$1.1 B,60,China,Retailing,Healthcare
2468,2405,Carsten Koerl,$1.1 B,58,Germany,Sports data,Sports
2469,2405,Koo Bon-sik,$1.1 B,64,South Korea,LG,Technology
2470,2405,Andrei Kosogov,$1.1 B,62,Russia,Banking,Energy
2471,2405,Yogesh Kothari,$1.1 B,74,India,Specialty chemicals,Manufacturing
2472,2405,Arvind Lal,$1.1 B,73,India,Medical diagnostics,Healthcare
2473,2405,Manuel Lao Hernández,$1.1 B,78,Spain,Casinos,Gambling & Casinos
2474,2405,Lee Joong-keun,$1.1 B,82,South Korea,"Construction, real estate",Construction & Engineering
2475,2405,Nancy Lerner,$1.1 B,62,United States,"Banking, credit cards",Finance & Investments
2476,2405,Norma Lerner,$1.1 B,87,United States,Banking,Finance & Investments
2477,2405,Randolph Lerner,$1.1 B,61,United States,"Banking, credit cards",Finance & Investments
2478,2405,Lin Zhijun,$1.1 B,47,China,Medical devices,Healthcare
2479,2405,Lin Zhixiong & family,$1.1 B,49,China,Medical devices,Healthcare
2480,2405,Jeffrey Lorberbaum,$1.1 B,68,United States,Flooring,Manufacturing
2481,2405,Lu Rongfu,$1.1 B,52,China,Telecommunication,Telecom
2482,2405,Lyu Yixiong,$1.1 B,60,China,Cosmetics,Fashion & Retail
2483,2405,Soichiro Minami,$1.1 B,46,Japan,Internet and software,Technology
2484,2405,Pawan Munjal,$1.1 B,68,India,Two wheelers,Automotive
2485,2405,Renu Munjal,$1.1 B,68,India,Two wheelers,Automotive
2486,2405,Suman Munjal,$1.1 B,70,India,Motorcycles,Automotive
2487,2405,Dmitry Nikolaev,$1.1 B,56,Russia,Coal,Energy
2488,2405,Sjamsul Nursalim,$1.1 B,81,Indonesia,"Tires, retail",Automotive
2489,2405,Adrian Paval,$1.1 B,54,Romania,Retail,Fashion & Retail
2490,2405,Antonio Percassi,$1.1 B,69,Italy,"Real estate, diversified",Diversified
2491,2405,Kevin Plank,$1.1 B,50,United States,Under Armour,Fashion & Retail
2492,2405,G.V. Prasad,$1.1 B,62,India,Pharmaceuticals,Healthcare
2493,2405,Pu Zhongjie & family,$1.1 B,60,China,Medical equipment,Healthcare
2494,2405,Rao Wei & family,$1.1 B,58,China,Pharmaceuticals,Healthcare
2495,2405,Helena Revoredo,$1.1 B,76,Spain,Security services,Service
2496,2405,Matthew Roszak,$1.1 B,50,United States,Cryptocurrency,Finance & Investments
2497,2405,Paul Sciarra,$1.1 B,42,United States,Pinterest,Technology
2498,2405,Rajesh Sharma,$1.1 B,53,India,Finance,Finance & Investments
2499,2405,Dean Solon,$1.1 B,58,United States,Solar systems,Energy
2500,2405,Michael Spencer,$1.1 B,67,United Kingdom,Stock exchange,Finance & Investments
2501,2405,Joseph Steinberg,$1.1 B,79,United States,Investments,Finance & Investments
2502,2405,Zachary Stern,$1.1 B,41,United States,Liquor,Food & Beverage
2503,2405,Manny Stul,$1.1 B,73,Australia,Toys,Manufacturing
2504,2405,Sun Hongjun,$1.1 B,49,China,Semiconductors,Technology
2505,2405,Sun Weijie,$1.1 B,59,China,Oilfield equipment,Manufacturing
2506,2405,Sehat Sutardja,$1.1 B,61,United States,Semiconductors,Technology
2507,2405,Min-Liang Tan,$1.1 B,45,Singapore,gaming,Media & Entertainment
2508,2405,Tan Yu Yeh,$1.1 B,52,Malaysia,Retail,Fashion & Retail
2509,2405,Tang Aoqi & family,$1.1 B,77,China,Auto parts,Automotive
2510,2405,Vonnarat Tangkaravakoon,$1.1 B,51,Thailand,"Wire & cables, paints",Manufacturing
2511,2405,Tsao Ter-fung,$1.1 B,76,Taiwan,Food,Food & Beverage
2512,2405,Tung Ching Sai,$1.1 B,58,China,Manufacturing,Manufacturing
2513,2405,Arkady Volozh,$1.1 B,59,Russia,Search engine,Technology
2514,2405,Peter-Alexander Wacker,$1.1 B,71,Germany,Chemicals,Manufacturing
2515,2405,Wan Long,$1.1 B,82,China,Food,Food & Beverage
2516,2405,Wang Han,$1.1 B,35,China,Airline,Diversified
2517,2405,Lars Wingefors,$1.1 B,46,Sweden,Video games,Media & Entertainment
2518,2405,Allan Wong,$1.1 B,73,Hong Kong,Electronics,Manufacturing
2519,2405,Tiger Woods,$1.1 B,47,United States,Golf,Sports
2520,2405,Horst Wortmann,$1.1 B,81,Germany,Footwear,Fashion & Retail
2521,2405,Wu Kaiting,$1.1 B,53,Hong Kong,Electronics,Telecom
2522,2405,Wu Li-gann,$1.1 B,82,Taiwan,Electronic components,Manufacturing
2523,2405,Wu Xiangdong,$1.1 B,54,China,Liquor,Food & Beverage
2524,2405,Xiu Laigui,$1.1 B,68,China,Pharmaceuticals,Healthcare
2525,2405,Xu Jiangnan,$1.1 B,61,China,Vitamins,Healthcare
2526,2405,Xue Jiping,$1.1 B,72,China,Cable,Telecom
2527,2405,Yao Hsiao Tung,$1.1 B,83,Singapore,Manufacturing,Manufacturing
2528,2405,Ye Qiongjiu,$1.1 B,68,China,Software,Technology
2529,2405,Yanqiao Ye,$1.1 B,53,China,Soy sauce,Food & Beverage
2530,2405,Yeh Kuo-I,$1.1 B,81,Taiwan,Manufacturing,Manufacturing
2531,2405,Yu Faxiang,$1.1 B,51,China,"Tourism, cultural industry",Media & Entertainment
2532,2405,Zeng Chaolin,$1.1 B,40,China,Aluminium,Metals & Mining
2533,2405,Kapeng Zhang,$1.1 B,58,China,Building materials,Construction & Engineering
2534,2405,Zhang Xuansong,$1.1 B,51,China,Supermarkets,Fashion & Retail
2535,2405,Zhang Xuewu,$1.1 B,48,China,Snacks,Food & Beverage
2536,2405,Zhu Yiming,$1.1 B,50,China,Semiconductors,Technology
2537,2405,Zhu Zhaojiang,$1.1 B,49,China,Smartphones,Manufacturing
2538,2405,Zhuo Jun,$1.1 B,57,Hong Kong,Printed circuit boards,Manufacturing
2539,2540,Manohar Lal Agarwal,$1 B,68,India,Snacks,Food & Beverage
2540,2540,Christian Angermayer,$1 B,44,Germany,Investments,Finance & Investments
2541,2540,Ryuji Arai,$1 B,76,Japan,Retail,Fashion & Retail
2542,2540,Anna Maria Braun,$1 B,44,Germany,Medical technology,Healthcare
2543,2540,Johanna Braun,$1 B,43,Germany,Medical technology,Healthcare
2544,2540,Karl Friedrich Braun,$1 B,40,Germany,Medical technology,Healthcare
2545,2540,Ludwig Theodor Braun,$1 B,33,Germany,Medical technology,Healthcare
2546,2540,Ana Maria Brescia Cafferata,$1 B,98,Peru,"Mining, banking",Diversified
2547,2540,Jimmy Buffett,$1 B,76,United States,"Entertainment, Margaritaville",Media & Entertainment
2548,2540,Hideyuki Busujima,$1 B,70,Japan,Pachinko machines,Gambling & Casinos
2549,2540,Edouard Carmignac,$1 B,75,France,Asset management,Finance & Investments
2550,2540,Chang Kuo-Ming,$1 B,N/A,Taiwan,Transportation,Logistics
2551,2540,Chen Jiancheng,$1 B,64,China,Manufacturing,Manufacturing
2552,2540,Rui Chen,$1 B,45,China,Online entertainment,Media & Entertainment
2553,2540,Chen Shiliang,$1 B,59,China,Polyester,Manufacturing
2554,2540,Tianqiao Chen,$1 B,49,China,Online games,Technology
2555,2540,Yuantai Chen,$1 B,55,China,Batteries,Energy
2556,2540,Cheng Antares,$1 B,65,Hong Kong,Liquor,Food & Beverage
2557,2540,Kochouseph Chittilappilly,$1 B,72,India,Electrical appliances,Manufacturing
2558,2540,John Christodoulou,$1 B,57,United Kingdom,Real estate,Real Estate
2559,2540,Pollyanna Chu,$1 B,64,Hong Kong,"Financial services, property",Finance & Investments
2560,2540,Turgay Ciner,$1 B,67,Turkey,Diversified,Diversified
2561,2540,Benoit Dageville,$1 B,56,United States,Software,Technology
2562,2540,Mark Dixon,$1 B,63,United Kingdom,Office real estate,Real Estate
2563,2540,Du Yulin & family,$1 B,50,China,Software,Technology
2564,2540,Feng Yuxia,$1 B,58,China,Pharmaceuticals,Healthcare
2565,2540,Benedicte Find,$1 B,68,Denmark,Medical devices,Healthcare
2566,2540,William Fisher,$1 B,66,United States,Gap,Fashion & Retail
2567,2540,Gao Yunfeng,$1 B,56,China,Industrial lasers,Manufacturing
2568,2540,Jianming Geng,$1 B,60,China,Real estate,Real Estate
2569,2540,Sven Hagströmer,$1 B,79,Sweden,Financial services,Finance & Investments
2570,2540,Clelia Haji-Ioannou,$1 B,52,Cyprus,EasyJet,Service
2571,2540,Stelios Haji-Ioannou,$1 B,56,Cyprus,EasyJet,Service
2572,2540,Hang Hong,$1 B,55,China,Machinery,Manufacturing
2573,2540,He Yamin & family,$1 B,66,China,Manufacturing,Manufacturing
2574,2540,Ghan Djoe Hiang,$1 B,79,Indonesia,Coal,Energy
2575,2540,Hong Feng,$1 B,46,China,Smartphones,Technology
2576,2540,Hong Seok-joh,$1 B,70,South Korea,Convenience stores,Fashion & Retail
2577,2540,Hu Gengxi & family,$1 B,59,China,Bio-Pharma,Healthcare
2578,2540,Danilo Iervolino,$1 B,45,Italy,Online universities,Technology
2579,2540,Hedda im Brahm-Droege,$1 B,68,Germany,Investments,Finance & Investments
2580,2540,Inder Jaisinghani,$1 B,70,India,Cables & wires,Manufacturing
2581,2540,LeBron James,$1 B,38,United States,Basketball,Sports
2582,2540,Johan Johannson,$1 B,56,Norway,Grocery stores,Fashion & Retail
2583,2540,Morris Kahn,$1 B,93,Israel,Software,Technology
2584,2540,Ashok Kajaria,$1 B,75,India,Tiles,Manufacturing
2585,2540,Marcelo Kalim,$1 B,53,Brazil,Banking,Finance & Investments
2586,2540,Ken Kendrick,$1 B,79,United States,"Banking, sports team",Sports
2587,2540,Brad Keywell,$1 B,53,United States,"Software, investments",Technology
2588,2540,Muhammed Aziz Khan,$1 B,68,Bangladesh,Power,Energy
2589,2540,Kim Jung-woong,$1 B,48,South Korea,Cosmetics,Fashion & Retail
2590,2540,Ihor Kolomoyskyy,$1 B,60,Israel,"Banking, investments",Diversified
